CellId,CellLabel,XPosPixel,YPosPixel,ZPosPixel,XPosMicron,YPosMicron,ZPosMicron,CellAreaMicron2,jagged1b,lfng,dla,ccnd1,notch1a,hey1,pcna,her4,id1,notch3,ascl1a,Feat_regions,Cyto12_MeanIntensity,Cyto12_StdIntensity,Cyto12_MedianIntensity,Cyto12_MeanNormalisedIntensity,Cyto12_StdNormalisedIntensity,Cyto12_MedianNormalisedIntensity,Cyto12_SumIntensity,Cyto12_SumNormalizedIntensity,Cyto13_MeanIntensity,Cyto13_StdIntensity,Cyto13_MedianIntensity,Cyto13_MeanNormalisedIntensity,Cyto13_StdNormalisedIntensity,Cyto13_MedianNormalisedIntensity,Cyto13_SumIntensity,Cyto13_SumNormalizedIntensity,CellAreaInMicron2,Gs,Mcm2
2,2,2274.962109,694.0609555,23,470.9171565,143.6706178,9.2,26.009343,7,2,23,8,3,6,3,14,4,10,2,2,1266.412685,1224.748871,850,inf,inf,inf,3074850,nan,979.9217463,1195.145013,755.5,158051.8946,192765.3247,121854.8387,2379250,383750000,26.009343,neg,neg
3,3,2253.406068,715.0274314,23,466.4550561,148.0106783,9.2,103.094694,4,4,0,6,6,10,7,31,20,17,6,2,2363.399626,1500.24926,2014,inf,inf,inf,22745358,nan,765.5183915,837.1512296,521,123470.7083,135024.3919,84032.25806,7367349,1188282097,103.094694,low,neg
4,4,2209.15024,754.0342346,23,457.2940997,156.0850866,9.2,196.505514,8,4,5,5,7,9,2,16,21,18,5,2,4106.737026,2670.929791,3436.5,inf,inf,inf,75333984,inf,571.2033908,606.0442023,396,92129.57915,97749.06489,63870.96774,10478155,1690025000,196.505514,high,neg
5,5,2195.62253,793.7470356,23,454.4938636,164.3056364,9.2,21.681594,0,6,11,21,2,2,0,0,0,3,3,2,365.8858696,612.7330736,164.5,inf,inf,inf,740553,nan,786.1749012,1893.357629,383,126802.4034,305380.2628,61774.19355,1591218,256648064.5,21.681594,neg,neg
6,6,2148.73847,792.0522527,23,444.7888632,163.9548163,9.2,160.726599,7,5,3,1,7,17,6,16,18,16,13,2,5360.7498,3206.018809,5182,inf,inf,inf,80432690,nan,746.4146894,1470.232938,488,120389.466,237134.3448,78709.67742,11199206,1806323548,160.726599,high,neg
7,7,2240.757686,818.2370758,23,463.836841,169.3750747,9.2,188.149959,5,5,4,2,6,25,5,39,23,18,2,2,5246.204395,3332.311469,5112,inf,inf,inf,92144334,nan,807.9086199,792.6024934,583.5,130307.8419,127839.1118,94112.90323,14190107,2288726935,188.149959,high,neg
8,8,2189.295082,842.2870242,23,453.184082,174.353414,9.2,154.213551,9,8,5,1,4,11,3,14,18,15,7,2,5693.523965,2955.543906,5496,inf,inf,inf,81963971,nan,903.1840094,1407.629211,633,145674.8402,227036.9695,102096.7742,13002237,2097135000,154.213551,high,neg
9,9,2144.342384,849.8470199,23,443.8788735,175.9183331,9.2,64.70199,8,4,6,19,3,5,2,12,13,14,3,2,1852.515894,1710.030705,1102.5,inf,inf,inf,11189196,nan,2217.473179,1932.850684,1818.5,357656.9643,311750.1103,293306.4516,13393538,2160248065,64.70199,low,pos
10,10,2104.942515,822.3041916,23,435.7231006,170.2169677,9.2,71.55783,6,3,7,4,1,2,2,9,3,8,4,2,1174.858533,1229.33703,792,inf,inf,inf,7848055,nan,562.5505988,921.0018028,396,90733.96755,148548.6779,63870.96774,3757838,606102903.2,71.55783,low,neg
11,11,2083.934771,762.8876302,23,431.3744975,157.9177394,9.2,234.512577,10,15,6,5,6,14,3,13,19,29,3,2,6610.434725,3090.445111,6388,inf,inf,inf,144715637,inf,870.4934223,1074.331337,674,140402.1649,173279.2479,108709.6774,19056842,3073684194,234.512577,high,neg
12,12,2143.91254,731.4265176,23,443.7898958,151.4052891,9.2,107.293896,8,3,8,14,0,9,5,12,11,5,8,2,2487.833966,1914.291934,1910,inf,inf,inf,24918145,nan,756.8549321,2699.743519,339,122073.3761,435442.5031,54677.41935,7580659,1222686935,107.293896,high,neg
13,13,2093.916667,723.6666667,23,433.44075,149.799,9.2,0.514188,0,0,0,0,0,0,0,0,0,0,0,2,3080.833333,1060.084889,2846.5,inf,inf,inf,147880,inf,271.5,329.3735848,181,43790.32258,53124.77173,29193.54839,13032,2101935.484,0.514188,neg,neg
14,14,2074.625,721.4166667,23,429.447375,149.33325,9.2,1.028376,0,0,1,8,5,0,0,0,0,0,0,2,2536.145833,1862.318185,2108,inf,inf,inf,243470,inf,631.5729167,437.4288929,562.5,101866.5995,70553.04724,90725.80645,60631,9779193.548,1.028376,neg,neg
15,15,2101.86413,710.4402174,23,435.085875,147.061125,9.2,7.884216,0,2,3,0,1,0,1,26,0,3,1,2,547.3546196,476.0949942,423,inf,inf,inf,402853,nan,1985.703804,1399.34296,1634.5,320274.8072,225700.4774,263629.0323,1461478,235722258.1,7.884216,neg,pos
16,16,2087.477987,707.5566038,23,432.1079434,146.464217,9.2,27.251964,3,14,6,0,0,2,0,12,0,6,3,2,1537.83923,1426.67391,1097,inf,inf,inf,3912263,nan,1589.235063,2065.822527,1198,256328.236,333197.1817,193225.8065,4043014,652099032.3,27.251964,low,pos
17,17,2077.130167,686.0343008,23,429.9659446,142.0091003,9.2,48.719313,2,3,6,2,7,4,2,25,2,19,3,2,2383.986368,1755.936473,1893,inf,inf,inf,10842370,nan,789.7935356,974.4073637,585.5,127386.0541,157162.478,94435.48387,3591981,579351774.2,48.719313,low,neg
18,18,2054.617849,684.1098398,23,425.3058947,141.6107368,9.2,18.725013,2,1,10,1,2,2,1,24,0,4,0,2,909.8867277,830.4497422,669.5,inf,inf,inf,1590482,nan,1433.47254,909.6231031,1253,231205.2484,146713.4037,202096.7742,2505710,404146774.2,18.725013,neg,pos
19,19,2022.915984,720.4524963,23,418.7436086,149.1336667,9.2,230.013432,11,7,2,9,4,9,5,28,16,25,4,2,4931.44919,3256.25669,4172,inf,inf,inf,105888077,nan,628.6908532,564.4239303,478,101401.7505,91036.1178,77096.77419,13499250,2177298387,230.013432,high,neg
20,20,1960.435222,705.5203675,21,405.810091,146.0427161,8.4,139.901985,8,7,0,10,9,7,4,13,8,13,7,2,2982.216233,2376.310844,2218,inf,inf,inf,38947744,nan,597.143951,825.9755941,422,96313.54048,133221.87,68064.51613,7798700,1257854839,139.901985,high,neg
21,21,1932.207101,677.8224852,21,399.9668698,140.3092544,8.4,7.241481,0,5,13,18,4,0,0,3,1,1,1,2,1634.643491,1323.966942,1200,inf,inf,inf,1105019,inf,1052.463018,570.8170103,953.5,169752.0996,92067.25973,153790.3226,711465,114752419.4,7.241481,neg,pos
22,22,1948.123881,663.2447761,21,403.2616433,137.2916687,8.4,57.41766,6,7,0,2,5,4,2,28,5,18,4,2,1383.485821,1263.830427,923,inf,inf,inf,7415484,inf,613.3225746,598.2298436,454,98922.99591,96488.68445,73225.80645,3287409,530227258.1,57.41766,low,neg
23,23,1952.299351,755.5864834,21,404.1259656,156.4064021,8.4,112.221531,5,4,6,4,4,4,2,17,18,18,4,2,2091.5273,1334.56788,1752.5,inf,inf,inf,21910840,nan,583.659412,673.0228939,415,94138.61484,108552.0797,66935.48387,6114416,986196129,112.221531,low,neg
24,24,1922.295455,742.1022727,21,397.9151591,153.6151705,8.4,7.541424,1,12,15,7,8,0,0,2,0,3,20,2,1781.009943,1084.52131,1538.5,inf,inf,inf,1253831,inf,2474.232955,3646.624299,1470,399069.8314,588165.2095,237096.7742,1741860,280945161.3,7.541424,neg,pos
25,25,1913.491713,748.4254144,21,396.0927845,154.9240608,8.4,7.755669,0,23,9,14,7,0,0,34,4,3,0,2,1566.350829,1102.589251,1312.5,inf,inf,inf,1134038,nan,2866.696133,2756.733032,2296.5,462370.344,444634.3599,370403.2258,2075488,334756129,7.755669,low,pos
26,26,1915.372549,721.1818182,21,396.4821176,149.2846364,8.4,48.076578,5,0,0,5,5,2,0,5,4,11,2,2,2682.23418,1851.873915,2232,inf,inf,inf,12037867,nan,1217.152629,868.4824837,1014,196314.9402,140077.82,163548.3871,5462581,881061451.6,48.076578,low,pos
27,27,1969.841408,793.0592133,21,407.7571714,164.1632571,8.4,103.480335,8,7,1,5,4,2,2,3,6,15,2,2,1479.689752,1133.609157,1138.5,inf,inf,inf,14293803,nan,514.0483437,444.4210331,409,82911.02318,71680.8118,65967.74194,4965707,800920483.9,103.480335,low,neg
28,28,1939.711538,784.4807692,21,401.5202885,162.3875192,8.4,2.228148,0,6,2,18,7,0,0,11,0,1,0,2,2850.913462,2807.098698,1665,inf,inf,inf,592990,inf,786.4326923,481.8444084,724,126843.9826,77716.84007,116774.1935,163578,26383548.39,2.228148,neg,neg
29,29,2029.508951,813.1541667,23,420.1083528,168.3229125,9.2,277.66152,14,10,5,3,10,14,5,22,13,21,5,2,4436.810494,3162.461602,3663,inf,inf,inf,115002128,nan,665.0719522,773.9660382,502,107269.6697,124833.232,80967.74194,17238665,2780429839,277.66152,high,neg
30,30,2081.043419,854.6042048,23,430.7759877,176.9030704,9.2,93.753612,4,3,1,1,2,5,4,14,9,5,4,2,1827.902537,1255.696107,1575,inf,inf,inf,15997803,nan,522.3086152,492.5350473,386,84243.32503,79441.13666,62258.06452,4571245,737297580.6,93.753612,low,neg
31,31,2123.3751,879.301676,23,439.5386457,182.0154469,9.2,53.689797,2,6,12,10,2,4,0,16,4,7,2,2,1671.997805,1607.031952,1050,inf,inf,inf,8380053,nan,2269.839785,1466.92601,2038,366103.1911,236600.9693,328709.6774,11376437,1834909194,53.689797,low,pos
32,32,2081.869136,897.962963,23,430.9469111,185.8783333,9.2,104.12307,7,3,3,3,3,8,3,14,8,11,3,2,1670.841049,1575.684279,1237,inf,inf,inf,16240575,nan,353.0789095,413.2485263,226,56948.2112,66652.98811,36451.6129,3431927,553536612.9,104.12307,low,neg
33,33,2110.602941,919.6896285,23,436.8948088,190.3757531,9.2,55.360908,6,0,1,4,0,3,1,4,4,14,0,2,1408.741873,1110.678412,1155,inf,inf,inf,7280378,nan,456.5878483,497.5807545,295,73643.20134,80254.9604,47580.64516,2359646,380588064.5,55.360908,low,neg
34,34,2119.751397,938.8715084,23,438.7885391,194.3464022,9.2,15.339942,1,14,0,3,1,2,1,20,5,6,1,2,1021.189944,839.6250619,732,inf,inf,inf,1462344,nan,1464.548184,1650.70663,1125.5,236217.4491,266243.0049,181532.2581,2097233,338263387.1,15.339942,neg,pos
35,35,2073.258306,961.3390879,23,429.1644694,198.9971912,9.2,131.54643,6,10,1,8,4,17,2,26,22,18,5,2,3929.002606,2605.094445,3584.5,inf,inf,inf,48248152,nan,765.0205212,1101.656505,490,123390.4066,177686.5331,79032.25806,9394452,1515234194,131.54643,high,neg
36,36,2038.750122,940.0679707,23,422.0212753,194.5940699,9.2,87.626205,4,5,1,15,3,4,9,10,11,10,4,2,1592.426895,1123.492713,1335,inf,inf,inf,13026052,nan,576.040709,972.3602611,325,92909.79178,156832.3002,52419.35484,4712013,760002096.8,87.626205,low,neg
37,37,2020.229437,926.8917749,23,418.1874935,191.8665974,9.2,9.898119,1,15,9,2,3,0,0,2,0,4,0,2,662.2218615,592.8648415,485.5,inf,inf,inf,611893,nan,618.1038961,347.8861274,560.5,99694.17679,56110.6657,90403.22581,571128,92117419.35,9.898119,neg,pos
38,38,2037.286765,885.6780462,23,421.7183603,183.3353556,9.2,81.584496,5,6,5,16,5,2,5,3,6,11,1,2,1557.885242,1141.468192,1278,inf,inf,inf,11864854,nan,498.8500525,722.0315047,334,80459.68589,116456.6943,53870.96774,3799242,612780967.7,81.584496,low,neg
39,39,2173.737439,913.4863963,23,449.96365,189.091684,9.2,256.708359,16,9,6,8,10,19,4,35,19,26,13,2,4604.271532,2796.592042,4606.5,inf,inf,inf,110336763,nan,716.8481055,713.1241959,526,115620.6622,115020.0316,84838.70968,17178548,2770733548,256.708359,high,neg
40,40,2083.591761,1018.179261,23,431.3034946,210.7631071,9.2,150.82848,5,9,4,2,7,22,2,54,27,41,2,2,3153.338707,2316.505253,2562,inf,inf,inf,44399009,nan,1012.544389,1158.970143,671.5,163313.6112,186930.6682,108306.4516,14256625,2299455645,150.82848,high,neg
41,41,2129.414275,971.3705165,23,440.788755,201.0736969,9.2,119.463012,5,6,7,6,6,11,9,38,20,26,2,2,3751.692253,2279.273319,3445,inf,inf,inf,41838872,inf,874.0262733,745.7968649,686,140971.9796,120289.8169,110645.1613,9747141,1572119516,119.463012,high,neg
42,42,2182.472138,991.0489625,23,451.7717326,205.1471352,9.2,183.779361,14,1,1,0,11,13,7,51,21,31,7,2,4080.134822,3129.506694,3388,inf,inf,inf,69998793,nan,811.1732921,729.4281642,612,130834.402,117649.7039,98709.67742,13916489,2244595000,183.779361,high,neg
43,43,2132.650407,1021.14384,23,441.4586341,211.3767749,9.2,68.515551,7,5,2,0,3,10,5,23,8,27,0,2,2580.083959,1930.285214,1937.5,inf,inf,inf,16502217,inf,629.7232645,655.7148292,444,101568.2685,105760.4563,71612.90323,4027710,649630645.2,68.515551,high,neg
44,44,2107.314917,1051.309392,23,436.2141878,217.6210442,9.2,15.511338,8,12,0,2,0,1,0,2,5,9,11,2,1091.559392,982.086101,776,inf,inf,inf,1580578,nan,1653.39779,1423.693569,1232,266677.0629,229627.995,198709.6774,2394120,386148387.1,15.511338,neg,neg
45,45,2089.061611,1060.791469,23,432.4357536,219.5838341,9.2,27.123417,5,1,21,38,9,1,42,2,1,9,4,2,1342.799763,1214.870645,960,inf,inf,inf,3399969,nan,4309.563191,3753.862719,3709,695090.8373,605461.7288,598225.8065,10911814,1759970000,27.123417,low,pos
46,46,2242.371592,897.4910413,23,464.1709195,185.7806455,9.2,165.011499,8,3,2,4,7,28,8,51,16,23,2,2,4930.073293,2442.55312,4516,inf,inf,inf,75942849,inf,792.9471566,730.862944,611,127894.7027,117881.12,98548.3871,12214558,1970090000,165.011499,high,neg
47,47,2280.617955,858.8229426,23,472.0879167,177.7763491,9.2,85.912245,5,6,0,0,2,11,2,32,21,20,4,2,4582.741397,3224.514482,4361.5,inf,inf,inf,36753586,nan,652.555611,595.3301126,493,105250.905,96020.9859,79516.12903,5233496,844112258.1,85.912245,high,neg
48,48,2277.483333,889.75,23,471.43905,184.17825,9.2,2.57094,0,0,0,0,0,0,0,1,0,4,0,2,6773.525,2534.346882,6619.5,inf,inf,inf,1625646,inf,952.0041667,630.797739,822.5,153549.0591,101741.5708,132661.2903,228481,36851774.19,2.57094,neg,pos
49,49,2280.594595,884.5675676,23,472.0830811,183.1054865,9.2,1.585413,0,7,10,0,0,0,0,0,0,0,0,2,6618.966216,2705.328077,5938,inf,inf,inf,979607,inf,630.25,450.7588328,556,101653.2258,72703.03755,89677.41935,93277,15044677.42,1.585413,neg,pos
50,50,2295.705882,895.1988796,23,475.2111176,185.3061681,9.2,45.891279,2,3,2,9,3,1,2,17,9,11,0,2,2281.965686,2389.246541,1634.5,inf,inf,inf,9775941,inf,566.0140056,440.6438999,471,91292.58155,71071.59675,75967.74194,2424804,391097419.4,45.891279,high,neg
51,51,2294.251771,941.0669672,23,474.9101165,194.8008622,9.2,133.088994,8,3,4,7,3,15,3,31,21,19,3,2,3962.97207,2507.825519,3475,inf,inf,inf,49235965,nan,597.0843529,546.8647227,449,96303.92788,88203.98753,72419.35484,7418176,1196480000,133.088994,high,neg
52,52,2238.409139,952.0706695,23,463.3506918,197.0786286,9.2,80.641818,8,4,3,2,3,13,2,5,4,11,0,2,1716.058714,1806.686729,1064.5,inf,inf,inf,12918490,nan,520.8010096,498.9977223,385,84000.16283,80483.5036,62096.77419,3920590,632353225.8,80.641818,low,neg
53,53,2232.022753,980.5676906,23,462.0287099,202.9775119,9.2,37.664271,2,5,1,3,4,3,1,10,11,8,4,2,677.9675768,713.3323588,421,inf,inf,inf,2383734,nan,815.4209329,1119.276676,604.5,131519.5053,180528.4961,97500,2867020,462422580.6,37.664271,low,neg
54,54,2247.074004,1006.411765,24,465.1443188,208.3272353,9.6,22.581423,3,9,3,11,1,1,2,2,2,6,4,2,1217.935484,1013.598989,910,inf,inf,inf,2567408,nan,490.2813093,480.3899222,359,79077.63053,77482.24551,57903.22581,1033513,166695645.2,22.581423,neg,neg
55,55,2221.958046,1015.808621,24,459.9453155,210.2723845,9.6,74.55726,4,4,1,2,2,5,4,18,4,18,3,2,2938.450862,2062.730994,2448,inf,inf,inf,20451618,nan,569.1637931,519.9702557,428,91800.61179,83866.17028,69032.25806,3961380,638932258.1,74.55726,high,neg
56,56,2281.827586,994.8127175,23,472.3383103,205.9262325,9.2,135.445689,6,4,3,0,7,13,7,17,13,25,7,2,4571.696931,2410.629646,4456,inf,inf,inf,57804536,nan,821.3311452,783.0111442,650.5,132472.7654,126292.12,104919.3548,10384911,1674985645,135.445689,high,neg
57,57,2209.24835,1054.162567,24,457.3144085,218.2116515,9.6,71.429283,2,4,0,1,1,3,1,12,3,15,7,2,3054.927265,1972.115321,2570,inf,inf,inf,20370255,inf,776.0574385,908.9098762,540.5,125170.5546,146598.3671,87177.41935,5174751,834637258.1,71.429283,high,neg
58,58,2185.094972,1046.871508,23,452.3146592,216.7024022,9.2,7.669971,1,0,5,9,9,3,20,0,1,7,0,2,1314.850559,739.5735985,1170.5,inf,inf,inf,941433,nan,2286.642458,2107.009871,1488,368813.2997,339840.3018,240000,1637236,264070322.6,7.669971,neg,pos
59,59,2180.368078,1058.296417,23,451.3361922,219.0673583,9.2,13.154643,0,1,0,0,0,4,0,26,4,17,0,2,1097.560261,765.5293769,884,inf,inf,inf,1347804,inf,2175.678339,1296.840183,1943.5,350915.8611,209167.7714,313467.7419,2671733,430924677.4,13.154643,neg,pos
60,60,2254.309945,1048.129347,24,466.6421586,216.9627749,9.6,70.229511,5,2,1,3,7,7,7,9,2,17,12,2,2857.524253,2041.168277,2266,inf,inf,inf,18733929,inf,461.4177852,445.5643768,352,74422.22342,71865.22207,56774.19355,3025055,487912096.8,70.229511,high,neg
61,61,2306.867912,1056.418814,24,477.5216579,218.6786946,9.6,199.504944,6,14,2,9,10,16,18,23,23,26,3,2,5146.690614,3037.086751,4940,inf,inf,inf,95851966,inf,2829.076085,2360.291261,2132,456302.5943,380692.1388,343870.9677,52688713,8498179516,199.504944,high,pos
62,62,2363.963118,1059.13663,24,489.3403655,219.2412825,9.6,51.118857,1,3,1,2,1,2,3,13,6,8,1,2,1245.018441,1470.933803,741,inf,inf,inf,5941228,nan,637.7546102,1352.067946,409.5,102863.6468,218075.4752,66048.3871,3043365,490865322.6,51.118857,low,neg
63,63,2254.419636,1093.226909,24,466.6648647,226.2979702,9.6,58.917375,0,6,4,16,2,3,1,6,5,9,5,2,2186.970364,1894.466928,1489.5,inf,inf,inf,12028337,nan,516.9703636,1310.610625,300,83382.31672,211388.8105,48387.09677,2843337,458602741.9,58.917375,high,neg
64,64,2216.789222,1096.709691,24,458.875369,227.0189061,9.6,98.595549,4,6,12,22,4,8,1,12,8,14,5,2,2496.340504,2035.060751,1767,inf,inf,inf,22976318,nan,501.1292916,958.886391,317,80827.3051,154659.0953,51129.03226,4612394,743934516.1,98.595549,high,neg
65,65,1889.547906,743.0441767,21,391.1364165,153.8101446,8.4,74.685807,6,3,0,2,7,5,4,5,14,14,1,2,1091.504303,1147.827835,722,inf,inf,inf,7609968,nan,718.3552783,1285.002116,405,115863.7546,207258.4059,65322.58065,5008373,807802096.8,74.685807,low,neg
66,66,1856.265233,734.2353644,21,384.2469032,151.9867204,8.4,35.864613,3,4,0,10,8,3,1,10,1,12,0,2,1145.221625,1161.131407,770.5,inf,inf,inf,3834202,nan,592.3306452,487.5575881,478,95537.20083,78638.32066,77096.77419,1983123,319858548.4,35.864613,low,neg
67,67,1867.811024,756.9606299,21,386.6368819,156.6908504,8.4,5.441823,0,0,22,15,0,1,0,1,0,4,26,2,1442.244094,1487.80177,908,inf,inf,inf,732660,nan,3191.596457,4032.970612,1966,514773.622,650479.131,317096.7742,1621331,261505000,5.441823,neg,neg
68,68,1840.908113,755.0361681,21,381.0679795,156.2924868,8.4,43.834527,3,5,0,5,4,4,1,11,7,10,0,2,2287.301564,1767.252571,1771.5,inf,inf,inf,9359638,nan,685.0244379,1692.512627,384,110487.8126,272985.9075,61935.48387,2803120,452116129,43.834527,low,neg
69,69,1809.431528,864.3353621,22,374.5523262,178.91742,8.8,70.400907,8,3,8,2,8,5,1,11,4,10,4,2,1239.346318,1319.861735,766,inf,inf,inf,8144984,nan,493.1646379,528.9884805,329,79542.68353,85320.72266,53064.51613,3241078,522754516.1,70.400907,low,neg
70,70,1771.485904,867.7512438,22,366.6975821,179.6245075,8.8,25.837947,0,3,3,0,0,4,1,1,2,2,2,2,1451.80597,1161.104307,1144,inf,inf,inf,3501756,nan,1132.317164,971.6402935,904.5,182631.8007,156716.1764,145887.0968,2731149,440507903.2,25.837947,neg,pos
71,71,1754,861.4261603,22,363.078,178.3152152,8.8,10.155213,0,2,9,11,6,1,0,0,0,1,0,2,869.9367089,1369.778077,396,inf,inf,inf,824700,nan,1425.042194,928.0961379,1224.5,229845.5152,149692.9255,197500,1350940,217893548.4,10.155213,neg,pos
72,72,1779.987943,831.3700075,22,368.4575041,172.0935916,8.8,113.721246,18,19,8,21,11,5,45,11,6,25,13,2,2824.358704,2022.013141,2258,inf,inf,inf,29983392,nan,3164.601733,2418.273462,2809,510419.6344,390044.1067,453064.5161,33595412,5418614839,113.721246,high,pos
73,73,1739.923077,686.1275304,21,360.1640769,142.0283988,8.4,21.167406,0,4,4,14,0,0,0,1,1,2,12,2,523.5759109,679.9683245,318.5,inf,inf,inf,1034586,nan,1147.831478,2957.404287,459,185134.1093,477000.6914,74032.25806,2268115,365825000,21.167406,neg,neg
74,74,1751.111111,716.470674,21,362.48,148.3094295,8.4,117.620505,10,9,10,2,10,16,1,21,9,25,7,2,3321.800455,2850.971804,2331,inf,inf,inf,36473369,nan,639.8413479,1228.591187,385,103200.2174,198159.8688,62096.77419,7025458,1133138387,117.620505,high,neg
75,75,1807.323802,725.3007678,21,374.116027,150.1372589,8.4,161.840673,18,12,11,9,7,35,11,52,11,36,4,2,4680.948173,2919.432624,4350.5,inf,inf,inf,70719765,nan,711.7719751,635.7043784,540,114801.9315,102532.9643,87096.77419,10753451,1734427581,161.840673,high,neg
76,76,1907.914011,808.9608716,22,394.9382003,167.4549004,8.8,182.879532,9,7,4,3,7,21,11,56,18,30,5,2,5088.18832,2878.161349,4845,inf,inf,inf,86865551,inf,757.7259255,645.715904,595,122213.859,104147.7265,95967.74194,12935897,2086435000,182.879532,high,neg
77,77,1864.843907,786.846425,21,386.0226888,162.87721,8.4,85.098114,3,2,4,6,3,9,4,20,6,16,1,2,3859.943353,2536.992287,3413,inf,inf,inf,30663390,inf,640.8163394,745.2702161,470,103357.4741,120204.8736,75806.45161,5090645,821071774.2,85.098114,high,neg
78,78,1842.173989,828.6938633,22,381.3300157,171.5396297,8.8,122.890932,8,5,6,5,3,15,6,29,18,26,0,2,4117.187762,2652.808974,3905.5,inf,inf,inf,47232378,nan,645.7398884,636.6063028,457,104151.5949,102678.4359,73709.67742,7407928,1194827097,122.890932,high,neg
79,79,1810.067273,782.8333993,21,374.6839256,162.0465137,8.4,108.279423,9,7,9,19,7,27,4,52,14,34,4,2,3420.668678,2143.373038,2906,inf,inf,inf,34576119,inf,787.6376138,856.4517115,552,127038.3248,138137.3728,89032.25806,7961441,1284103387,108.279423,high,neg
80,80,1753.391032,785.0453597,21,362.9519437,162.5043895,8.4,164.368764,18,9,7,8,10,48,10,35,7,44,5,2,4265.824557,2321.113596,4043,inf,inf,inf,65454812,inf,1144.034215,914.1681991,997,184521.6476,147446.4837,160806.4516,17554061,2831300161,164.368764,high,neg
81,81,1707.631954,844.8199001,22,353.4798146,174.8777193,8.8,240.297192,18,2,7,11,8,19,6,49,10,24,8,2,6156.858862,3543.829282,5553,inf,inf,inf,138110658,inf,711.1896844,948.9935221,520,114708.0136,153063.4713,83870.96774,15953407,2573130161,240.297192,high,neg
82,82,1656.60341,873.8576723,22,342.9169059,180.8885382,8.8,57.803301,2,8,4,7,4,3,2,0,9,8,4,2,1188.813751,1088.196528,807,inf,inf,inf,6414839,nan,559.5819125,1478.704898,302,90255.14718,238500.7899,48709.67742,3019504,487016774.2,57.803301,low,neg
83,83,1627.806748,863.7392638,22,336.9559969,178.7940276,8.8,13.968774,7,1,10,21,10,9,1,27,2,14,12,2,1671.307515,806.971875,1570,inf,inf,inf,2179385,inf,1064.710123,1251.229977,833,171727.4391,201811.2866,134354.8387,1388382,223932580.6,13.968774,low,neg
84,84,1623.197368,854.2763158,22,336.0018553,176.8351974,8.8,3.256524,1,6,12,7,4,7,0,6,0,1,30,2,1367.302632,1108.558681,1025,inf,inf,inf,415660,nan,3854.631579,5577.813385,1657,621714.7708,899647.3201,267258.0645,1171808,189001290.3,3.256524,neg,pos
85,85,1645.600223,846.8663697,22,340.6392461,175.3013385,8.8,38.478402,4,7,0,0,0,2,2,6,15,14,1,2,1218.945713,1268.727911,815,inf,inf,inf,4378453,nan,735.9949889,1001.849103,452,118708.8692,161588.5651,72903.22581,2643694,426402258.1,38.478402,low,neg
86,86,1647.30303,832.3030303,22,340.9917273,172.2867273,8.8,5.656068,1,2,7,7,22,0,0,0,0,4,0,2,1425.306818,1060.662692,1107,inf,inf,inf,752562,inf,2142.32197,2527.066439,1455.5,345535.8016,407591.3611,234758.0645,1131146,182442903.2,5.656068,neg,pos
87,87,1600.87233,839.05,22,331.3805723,173.68335,8.8,88.26894,12,14,5,2,2,21,7,19,19,44,0,2,4560.451335,1919.930087,4437,inf,inf,inf,37578119,inf,1162.203398,789.2807363,1042,187452.161,127303.3446,168064.5161,9576556,1544605806,88.26894,high,neg
88,88,1592.620725,880.0051813,21,329.6724902,182.1610725,8.4,124.047855,8,20,2,6,4,24,3,22,33,34,7,2,3684.794041,1978.987587,3599,inf,inf,inf,42669915,nan,866.0076857,824.3753114,692,139678.659,132963.7599,111612.9032,10028369,1617478871,124.047855,high,neg
