CellId,CellLabel,XPosPixel,YPosPixel,ZPosPixel,XPosMicron,YPosMicron,ZPosMicron,CellAreaMicron2,jagged1b,lfng,dla,ccnd1,notch1a,hey1,pcna,her4,id1,notch3,ascl1a,Feat_regions,Cyto12_MeanIntensity,Cyto12_StdIntensity,Cyto12_MedianIntensity,Cyto12_MeanNormalisedIntensity,Cyto12_StdNormalisedIntensity,Cyto12_MedianNormalisedIntensity,Cyto12_SumIntensity,Cyto12_SumNormalizedIntensity,Cyto13_MeanIntensity,Cyto13_StdIntensity,Cyto13_MedianIntensity,Cyto13_MeanNormalisedIntensity,Cyto13_StdNormalisedIntensity,Cyto13_MedianNormalisedIntensity,Cyto13_SumIntensity,Cyto13_SumNormalizedIntensity,CellAreaInMicron2,Gs,Mcm2
89,89,1594.182752,916.3031193,21,329.9958297,189.6747457,8.4,116.763525,5,10,6,5,13,19,6,26,16,25,8,2,3638.883028,2074.251766,3279,inf,inf,inf,39663825,inf,628.3652294,527.4666192,499,101349.2305,85075.26117,80483.87097,6849181,1104706613,116.763525,high,neg
90,90,1646.069525,796.5147161,21,340.7363917,164.8785462,8.4,184.893435,10,9,6,4,9,17,5,24,19,33,6,2,4392.576362,2679.003174,3869.5,inf,inf,inf,75815868,inf,715.3574739,1100.61666,506,115380.2377,177518.8162,81612.90323,12347070,1991462903,184.893435,high,neg
91,91,1698.947445,761.3541466,21,351.682121,157.6003083,8.4,177.737652,10,5,6,9,9,31,7,47,11,25,5,2,4897.52007,2901.067699,4463.5,inf,inf,inf,81259653,nan,641.7985174,562.6429263,495,103515.8899,90748.85908,79838.70968,10648721,1717535645,177.737652,high,neg
92,92,1689.388127,701.4559367,21,349.7033422,145.2013789,8.4,162.39771,10,9,1,3,7,17,5,52,10,30,1,2,4433.214182,2649.110717,4354,inf,inf,inf,67207527,nan,705.5056728,627.8826481,545,113791.2376,101271.3949,87903.22581,10695466,1725075161,162.39771,high,neg
93,93,1629.655229,717.0857843,21,337.3386324,148.4367574,8.4,209.788704,6,11,11,5,8,29,10,26,13,25,5,2,4141.098346,2359.554295,3905.5,inf,inf,inf,81099270,inf,751.55096,630.0486266,599,121217.8968,101620.7462,96612.90323,14718374,2373931290,209.788704,high,neg
94,94,1580.701313,781.1006565,19,327.2051718,161.6878359,7.6,195.81993,17,11,7,17,8,31,10,23,16,27,12,2,2317.622976,2007.309074,1596,inf,inf,inf,42366148,nan,496.6599015,564.1598827,376,80106.43573,90993.52946,60645.16129,9078943,1464345645,195.81993,high,neg
103,103,1676.077974,922.0508289,22,346.9481406,190.8645216,8.8,235.198161,26,16,14,16,19,35,9,42,25,31,2,2,5132.790262,2009.160731,5117,inf,inf,inf,112695543,inf,777.2765076,633.4490786,643,125367.1786,102169.2062,103709.6774,17065883,2752561774,235.198161,high,neg
104,104,1743.066571,915.8577265,22,360.8147801,189.5825494,8.8,178.294689,11,15,8,11,12,19,3,24,24,23,7,2,4703.079969,2343.117214,4466,inf,inf,inf,78278063,inf,628.6628815,597.0404815,480,101397.239,96296.85185,77419.35484,10463465,1687655645,178.294689,high,neg
105,105,1800.025306,902.4546605,22,372.6052383,186.8081147,8.8,101.594979,6,7,10,0,4,6,0,21,4,25,14,2,3133.505799,1817.778949,2776.5,inf,inf,inf,29718169,inf,1287.081295,2185.299085,530,207593.7572,352467.5944,85483.87097,12206679,1968819194,101.594979,high,neg
106,106,1828.876179,931.0153302,22,378.5773691,192.7201733,8.8,36.335952,4,6,11,9,11,4,55,1,3,3,4,2,1286.941627,756.0696464,1164,inf,inf,inf,4365306,nan,3643.203715,2538.888449,3452,587613.5024,409498.1369,556774.1935,12357747,1993185000,36.335952,neg,pos
107,107,1861.990241,887.9394008,22,385.4319798,183.803456,8.8,188.792694,9,17,1,3,9,24,7,64,32,43,10,2,4966.83931,2269.384531,4799.5,inf,inf,inf,87535576,inf,1001.430095,1156.412796,739,161520.9831,186518.193,119193.5484,17649204,2846645806,188.792694,high,neg
108,108,1914.701366,869.3721149,22,396.3431828,179.9600278,8.8,90.968427,7,8,6,6,5,13,6,29,8,27,2,2,4022.575954,1986.89221,3814,inf,inf,inf,34159715,nan,805.5767781,903.2715521,625,129931.7384,145688.96,100806.4516,6840958,1103380323,90.968427,high,neg
109,109,1946.588774,893.2702868,22,402.9438761,184.9069494,8.8,70.229511,7,12,4,5,4,6,1,35,6,20,11,2,2897.524405,2050.893484,2330,inf,inf,inf,18996170,inf,670.219036,1001.646256,471.5,108099.8445,161555.8477,76048.3871,4393956,708702580.6,70.229511,high,neg
110,110,1997.322968,890.0378092,22,413.4458544,184.2378265,8.8,121.26267,8,4,3,5,5,18,3,23,20,29,4,2,3728.177915,2240.700839,3179.5,inf,inf,inf,42202974,inf,771.8326855,715.8976103,584,124489.1428,115467.3565,94193.54839,8737146,1409217097,121.26267,high,neg
111,111,1963.028865,845.2325813,22,406.3469751,174.9631443,8.8,129.146886,9,3,0,1,4,19,5,61,15,29,3,2,3295.828965,1818.281362,2923,inf,inf,inf,39734514,inf,779.4981752,607.5621623,622,125725.5121,97993.89714,100322.5806,9397630,1515746774,129.146886,high,neg
112,112,2002.350965,951.8518979,23,414.4866497,197.0333429,9.2,68.858343,2,2,0,2,4,5,5,19,10,11,2,2,1710.562383,1089.822763,1447,inf,inf,inf,10995495,nan,543.8074051,481.240345,424,87710.87179,77619.41049,68387.09677,3495594,563805483.9,68.858343,low,neg
113,113,1961.325475,933.9711027,22,405.9943734,193.3320183,8.8,112.69287,9,5,3,6,14,19,3,27,18,22,10,2,3593.343251,1496.249878,3460,inf,inf,inf,37801971,inf,841.99173,713.658494,661,135805.1177,115106.2087,106612.9032,8857753,1428669839,112.69287,high,neg
114,114,1910.731528,927.1073887,22,395.5214263,191.9112295,8.8,93.367971,10,3,2,1,5,15,2,41,20,26,1,2,4343.41659,1459.612194,4190,inf,inf,inf,37857219,inf,1007.257802,612.8340958,896,162460.9358,98844.20899,144516.129,8779259,1416009516,93.367971,high,neg
115,115,1937.232645,973.0783302,22,401.0071576,201.4272144,8.8,91.354068,5,2,2,9,8,6,9,20,3,22,7,2,2481.761609,1634.454763,2003.5,inf,inf,inf,21164463,inf,810.9873358,988.5113864,490,130804.409,159437.3204,79032.25806,6916100,1115500000,91.354068,high,neg
116,116,1980.518325,976.5008726,22,409.9672932,202.1356806,8.8,24.552477,4,2,0,1,2,1,22,2,0,4,11,2,1019.824607,730.8916193,860,inf,inf,inf,2337438,nan,3904.299302,3103.512337,3363.5,629725.6939,500566.506,542500,8948654,1443331290,24.552477,low,pos
117,117,1966.360059,1001.039347,23,407.0365323,207.2151448,9.2,57.717603,3,9,2,1,1,3,3,28,4,10,1,2,1075.211581,984.3137692,751.5,inf,inf,inf,5793240,nan,550.8518931,1086.902728,291,88847.07953,175306.8916,46935.48387,2967990,478708064.5,57.717603,low,neg
118,118,1963.433333,984.2,22,406.4307,203.7294,8.8,1.28547,2,20,28,9,3,0,0,1,0,2,0,2,2240,1101.302176,2025.5,inf,inf,inf,268800,inf,8277.766667,7530.807345,5168,1335123.656,1214646.346,833548.3871,993332,160214838.7,1.28547,neg,neg
119,119,1870.525966,960.1589958,22,387.198875,198.7529121,8.8,174.095487,7,15,5,3,13,21,4,20,19,14,11,2,3452.767044,2415.921204,2899.5,inf,inf,inf,56114370,nan,631.1799778,577.6683633,487,101803.2222,93172.31666,78548.3871,10257937,1654505968,174.095487,high,neg
120,120,1780.478754,966.0315973,22,368.559102,199.9685406,8.8,196.634061,11,11,6,4,9,16,4,33,21,38,16,2,4063.649107,2279.503532,3807,inf,inf,inf,74592343,inf,978.9793528,1865.265957,622,157899.8956,300849.3479,100322.5806,17970145,2898410484,196.634061,high,neg
121,121,1817.980071,988.1231178,22,376.3218747,204.5414854,8.8,96.753042,9,8,8,4,6,13,3,24,4,17,6,2,2880.295283,2061.582971,2148.5,inf,inf,inf,26014827,nan,541.8929362,547.9391123,394,87402.08649,88377.27617,63548.3871,4894377,789415645.2,96.753042,high,neg
122,122,1845.763462,1010.730128,23,382.0730365,209.2211365,9.2,66.84444,2,10,12,3,1,4,26,8,4,18,19,2,1195.555288,1141.165242,789,inf,inf,inf,7460265,nan,856.5035256,1823.181555,401.5,138145.7299,294061.5411,64758.06452,5344582,862029354.8,66.84444,high,neg
123,123,1908.879347,1017.225582,23,395.1380248,210.5656955,9.2,141.701643,11,14,3,6,11,21,7,16,15,18,5,2,3414.692395,2814.924397,2250.5,inf,inf,inf,45169551,nan,549.9343816,539.5421557,405,88699.09381,87022.92834,65322.58065,7274532,1173311613,141.701643,high,neg
124,124,1875.265823,1007,23,388.1800253,208.449,9.2,3.385071,0,2,0,0,0,0,0,1,0,0,0,2,2715.39557,1804.140026,2414.5,inf,inf,inf,858065,inf,757.6329114,726.2436462,608,122198.8567,117136.072,98064.51613,239412,38614838.71,3.385071,neg,neg
125,125,1857.917355,1041.568182,23,384.5888926,215.6046136,9.2,82.955664,3,7,4,4,1,7,1,5,12,18,1,2,2200.734375,1837.600284,1528.5,inf,inf,inf,17042487,nan,629.5725723,1881.63713,321,101543.9633,303489.8597,51774.19355,4875410,786356451.6,82.955664,high,neg
126,126,2019.993483,1015.181837,23,418.138651,210.1426403,9.2,203.832693,12,5,5,9,16,19,9,30,15,28,3,2,4575.067112,2215.331404,4519,inf,inf,inf,87054377,inf,811.2583561,638.78412,662,130848.122,103029.6968,106774.1935,15436624,2489778065,203.832693,high,neg
127,127,2294.33574,795.910349,23,474.9274982,164.7534422,9.2,71.215038,1,13,12,25,8,7,22,15,12,8,18,2,3297.384777,2691.990583,2659.5,inf,inf,inf,21921014,nan,3698.897714,4651.065325,2774,596596.4054,750171.8265,447419.3548,24590272,3966172903,71.215038,high,pos
128,128,2312.003199,831.0379342,23,478.5846622,172.0248524,9.2,93.753612,7,4,3,1,7,15,5,29,14,18,6,2,4556.004113,2327.017344,4250,inf,inf,inf,39874148,nan,685.5700411,1039.106959,470,110575.8131,167597.8966,75806.45161,6000109,967759516.1,93.753612,high,neg
129,129,1485.395833,1302.074405,24,307.4769375,269.5294018,9.6,14.397264,2,5,18,33,10,9,29,10,7,5,1,1,1150.53497,975.8046795,913,inf,inf,inf,1546319,nan,2517.464286,1642.928391,2128.5,406042.6267,264988.4502,343306.4516,3383472,545721290.3,14.397264,neg,pos
130,130,1486.171014,1314.985507,24,307.6374,272.202,9.6,14.782905,6,2,5,0,0,3,0,6,3,4,1,1,992.4181159,1249.378697,594,inf,inf,inf,1369537,nan,2502.333333,1641.186177,2188.5,403602.1505,264707.448,352983.871,3453220,556970967.7,14.782905,neg,pos
131,131,1475.180614,1278.472106,24,305.362387,264.6437259,9.6,61.445466,3,5,2,4,2,4,0,20,14,13,5,1,1796.660216,1989.928936,1035.5,inf,inf,inf,10305643,nan,745.70659,897.2130666,454.5,120275.2564,144711.7849,73306.45161,4277373,689898871,61.445466,low,neg
132,132,1536.180715,1303.491776,24,317.9894081,269.8227977,9.6,208.417536,11,15,5,13,1,45,7,35,15,35,4,1,4791.622687,2549.338654,4562,inf,inf,inf,93225811,nan,721.6051604,659.798372,559,116387.9291,106419.0923,90161.29032,14039550,2264443548,208.417536,high,neg
133,133,1551.430046,1353.844037,24,321.1460195,280.2457156,9.6,37.364328,1,3,5,0,0,6,1,14,1,9,4,1,1504.911984,1109.377683,1190,inf,inf,inf,5249133,inf,497.0584862,840.0214816,318,80170.72359,135487.3357,51290.32258,1733740,279635483.9,37.364328,low,neg
134,134,1536.377778,1343.666667,24,318.0302,278.139,9.6,1.928205,0,0,0,1,13,1,0,1,0,0,0,1,2210.9,2157.408538,1439.5,inf,inf,inf,397962,inf,743.0833333,655.6897037,551,119852.1505,105756.4038,88870.96774,133755,21573387.1,1.928205,neg,neg
135,135,1495.865733,1357.515817,24,309.6442067,281.0057742,9.6,177.437709,12,13,6,14,15,30,8,27,17,27,10,1,3937.076008,2780.291352,3063,inf,inf,inf,65213727,inf,676.6107824,951.6149021,467,109130.7714,153486.2745,75322.58065,11207381,1807642097,177.437709,high,neg
136,136,1543.736457,1394.578697,24,319.5534466,288.6777903,9.6,117.063468,9,10,5,16,1,19,1,54,40,41,3,1,4179.05701,2038.749628,4039.5,inf,inf,inf,45668735,inf,751.7948389,701.7944002,569,121257.2321,113192.6452,91774.19355,8215614,1325099032,117.063468,high,neg
137,137,1535.621753,1439.108766,24,317.8737029,297.8955146,9.6,26.394984,1,7,12,6,15,2,7,3,1,5,24,1,927.8721591,1181.147726,477,inf,inf,inf,2286277,nan,2839.931006,4565.06022,1794,458053.3881,736300.0355,289354.8387,6997590,1128643548,26.394984,neg,pos
138,138,1558.401447,1439.011754,24,322.5890995,297.8754331,9.6,47..390994,1,7,1,5,4,6,12,13,10,17,16,1,1144.553571,1211.812368,785,inf,inf,inf,5063505,nan,617.5248644,604.7348576,470,99600.78458,97537.88026,75806.45161,2731930,440633871,47.390994,low,neg
139,139,1578.732092,1419.676218,24,326.797543,293.8729771,9.6,29.908602,1,3,2,1,1,4,1,16,11,16,4,1,1949.179083,1476.646101,1487,inf,inf,inf,5442108,inf,761.7804441,2430.448463,408.5,122867.8136,392007.8165,65887.09677,2126891,343046935.5,29.908602,low,neg
140,140,1495.070362,1420.585795,24,309.4795649,294.0612595,9.6,129.104037,10,11,9,36,6,4,3,12,22,13,7,1,2237.123133,2043.208095,1593,inf,inf,inf,26961808,nan,450.3952041,1050.110381,265,72644.38776,169372.6422,42741.93548,5428163,875510161.3,129.104037,low,neg
141,141,1455.339339,1450.832046,24,301.2552432,300.3222336,9.6,199.762038,10,17,9,16,13,17,14,38,23,43,9,1,4626.779708,2738.405798,4448.5,inf,inf,inf,86280188,inf,1628.108912,1557.535136,1094.5,262598.2117,251215.3445,176532.2581,30360975,4896931452,199.762038,high,pos
142,142,1427.953939,1484.594126,24,295.5864653,307.310984,9.6,64.187802,7,17,10,7,8,2,2,20,13,19,7,1,1568.945427,1408.721187,1038,inf,inf,inf,9401121,nan,785.1253338,2140.576569,373,126633.1184,345254.2854,60161.29032,4704471,758785645.2,64.187802,low,neg
143,143,1411.833698,1502.094092,24,292.2495755,310.933477,9.6,19.581993,1,7,0,4,10,2,0,10,7,7,7,1,1290.972648,978.7556765,1020,inf,inf,inf,2359898,nan,2015.139497,3237.446457,1355,325022.4995,522168.7834,218548.3871,3683675,594141129,19.581993,low,pos
144,144,1401.951096,1524.537943,24,290.2038769,315.5793541,9.6,25.409457,3,6,0,4,5,3,0,12,9,16,0,1,2064.799747,957.533965,1954.5,inf,inf,inf,4897705,inf,1184.982293,2329.559547,709.5,191126.1764,375735.4109,114435.4839,2810778,453351290.3,25.409457,low,pos
145,145,1399,1508.444444,24,289.593,312.248,9.6,0.385641,0,0,0,0,6,0,0,0,0,0,0,1,2420.222222,1055.439327,2153,inf,inf,inf,87128,inf,862.5277778,529.8803055,786.5,139117.3835,85464.5654,126854.8387,31051,5008225.806,0.385641,neg,neg
146,146,1388.315287,1534.035032,24,287.3812643,317.5452516,9.6,13.454586,0,7,19,9,5,2,25,6,10,6,32,1,2071.824841,893.4651882,1935.5,inf,inf,inf,2602212,inf,4814.478503,6057.922516,2723,776528.7908,977084.2767,439193.5484,6046985,975320161.3,13.454586,low,pos
147,147,1375.594724,1526.911271,24,284.7481079,316.0706331,9.6,17.868033,5,6,0,7,0,3,0,10,15,16,0,1,1884.846523,1163.558571,1681,inf,inf,inf,3143924,nan,1708.967626,1174.347186,1435.5,275639.9397,189410.8364,231532.2581,2850558,459767419.4,17.868033,low,pos
148,148,1416.075608,1555.351085,24,293.1276509,321.9576746,9.6,65.173329,7,6,4,5,6,8,1,29,11,15,2,1,1929.317719,1468.988569,1414,inf,inf,inf,11737969,nan,474.5483235,1394.828373,264,76540.05217,224972.3182,42580.64516,2887152,465669677.4,65.173329,low,neg
149,149,1436.653659,1525.348432,24,297.3873073,315.7471254,9.6,61.488315,6,12,6,8,6,11,3,25,11,24,0,1,3008.835714,1524.397726,2883,inf,inf,inf,17270717,inf,545.9933798,513.7943042,413,88063.44835,82870.04907,66612.90323,3134002,505484193.5,61.488315,low,neg
150,150,1480.162996,1519.758911,24,306.3937401,314.5900945,9.6,106.993953,6,2,4,7,6,6,3,11,16,18,7,1,2784.836003,2043.88096,2125.5,inf,inf,inf,27814942,nan,388.8978775,483.1806739,270,62725.46411,77932.36676,43548.3871,3884312,626501935.5,106.993953,high,neg
151,151,1511.605295,1552.743682,24,312.902296,321.4179422,9.6,71.215038,1,6,6,10,2,9,3,11,11,18,4,1,1559.14997,1544.992247,952,inf,inf,inf,10365229,nan,414.6947954,546.1914914,302,66886.25733,88095.40184,48709.67742,2756891,444659838.7,71.215038,low,neg
152,152,1539.865741,1562.625,24,318.7522083,323.463375,9.6,9.255384,1,4,8,0,3,0,2,24,1,4,17,1,891.5162037,754.7896259,687.5,inf,inf,inf,770270,nan,1457.444444,1151.514532,1245,235071.6846,185728.1503,200806.4516,1259232,203101935.5,9.255384,neg,neg
153,153,1549.109589,1566.534247,24,320.6656849,324.272589,9.6,3.127977,0,0,21,13,14,0,0,24,0,2,0,1,791.6917808,710.8833938,552,inf,inf,inf,231174,nan,2413.020548,3132.018565,1443.5,389196.8626,505164.2847,232822.5806,704602,113645483.9,3.127977,neg,neg
154,154,1520.5,1583.5,24,314.7435,327.7845,9.6,55.875096,3,9,4,1,1,5,2,3,8,22,2,1,1363.516871,1182.261485,934.5,inf,inf,inf,7112104,nan,921.797546,1906.75438,337.5,148677.0236,307541.0291,54435.48387,4808096,775499354.8,55.875096,low,neg
155,155,1465.754995,1585.67592,24,303.4112839,328.2349155,9.6,203.746995,7,5,7,22,12,18,6,35,37,42,14,1,3643.322135,2447.044073,3140,inf,inf,inf,69295987,inf,416.8795478,540.1685684,285,67238.63675,87123.96264,45967.74194,7929049,1278878871,203.746995,high,neg
156,156,1405.884058,1593.599724,24,291.018,329.8751429,9.6,62.088201,2,1,3,6,8,15,1,20,19,24,2,1,3275.879917,1939.798437,3016,inf,inf,inf,18987000,nan,536.5854037,488.1891768,414,86546.03286,78740.1898,66774.19355,3110049,501620806.5,62.088201,high,neg
157,157,1538.55554,1502.342734,24,318.4809967,310.9849459,9.6,297.80055,12,18,12,14,10,28,19,51,31,38,7,1,4127.085252,2837.304154,3520.5,inf,inf,inf,114732970,nan,810.4769065,795.8428211,583,130722.0817,128361.7453,94032.25806,22531258,3634073871,297.80055,high,neg
158,158,1601.763085,1419.534435,24,331.5649587,293.8436281,9.6,15.554187,2,4,0,2,13,1,15,17,9,22,4,1,1450.701102,887.4821747,1233,inf,inf,inf,2106418,inf,1710.881543,1146.883878,1467,275948.6359,184981.2707,236612.9032,2484200,400677419.4,15.554187,neg,pos
159,159,1609.142857,1427.585714,24,333.0925714,295.5102429,9.6,2.99943,2,2,8,0,0,0,0,2,0,0,0,1,1115.528571,530.6924377,1045.5,inf,inf,inf,312348,inf,1177.171429,785.2176263,985.5,189866.3594,126648.0042,158951.6129,329608,53162580.65,2.99943,neg,pos
160,160,1596.866049,1461.786111,24,330.5512722,302.589725,9.6,138.83076,3,11,5,4,4,10,1,30,15,32,10,1,4548.421759,2671.070727,4175.5,inf,inf,inf,58947546,inf,729.8974537,767.7164735,539,117725.3958,123825.2377,86935.48387,9459471,1525721129,138.83076,high,neg
161,161,1599.815007,1506.280089,24,331.1617065,311.7999785,9.6,57.674754,3,5,4,18,3,3,2,17,2,12,3,1,989.6866642,1018.695268,700.5,inf,inf,inf,5328473,nan,666.8014487,1993.643265,301,107548.6208,321555.3654,48548.3871,3590059,579041774.2,57.674754,low,neg
162,162,1622.755064,1563.450285,24,335.9102983,323.6342089,9.6,323.638497,18,10,8,10,9,43,16,53,37,37,17,1,4257.345194,2673.957386,3750,inf,inf,inf,128622913,nan,501.156461,722.8628519,355,80831.68726,116590.7826,57258.06452,15140939,2442086935,323.638497,high,neg
163,163,1653.448995,1486.169168,24,342.263942,307.6370178,9.6,168.439419,8,8,3,4,8,24,3,22,16,25,8,1,4222.735309,2633.148438,3840,inf,inf,inf,66398290,inf,595.6279573,1066.037099,422,96069.02536,171941.4676,68064.51613,9365654,1510589355,168.439419,high,neg
164,164,1556.097247,1626.795131,25,322.1121302,336.7465921,10,309.755421,23,8,5,24,12,25,11,36,27,29,10,1,3839.278496,2321.618772,3521.5,inf,inf,inf,111016577,nan,436.9514456,756.1378919,282,70476.03961,121957.7245,45483.87097,12634888,2037885161,309.755421,high,neg
165,165,1489.335895,1643.924991,25,308.2925302,340.2924731,10,117.106317,7,6,3,7,6,16,4,33,9,26,2,1,4067.904226,1815.217174,3919,inf,inf,inf,44470329,inf,493.4583791,488.898103,355,79590.06114,78854.53274,57258.06452,5394487,870078548.4,117.106317,high,neg
166,166,1505.78392,1704.760804,25,311.6972714,352.8854864,10,85.26951,7,6,2,13,7,7,5,17,9,10,2,1,1902.860302,1119.182758,1754.5,inf,inf,inf,15146768,nan,1219.263819,1108.040866,931,196655.4547,178716.2686,150161.2903,9705340,1565377419,85.26951,low,pos
167,167,1470.446397,1712.219684,25,304.3824042,354.4294745,10,24.381081,1,12,0,24,11,3,2,0,3,15,20,1,957.5984183,809.0579442,757.5,inf,inf,inf,2179494,nan,2283.849736,4380.748783,1157.5,368362.8607,706572.3844,186693.5484,5198042,838393871,24.381081,neg,pos
168,168,1538.296277,1708.704248,25,318.4273293,353.7017792,10,81.713043,6,10,6,9,10,4,3,20,9,10,10,1,1955.512454,1194.190481,1723,inf,inf,inf,14916649,nan,1431.184714,2305.231265,898,230836.2442,371811.4944,144838.7097,10917077,1760818871,81.713043,low,pos
169,169,1579.5775,1715.84175,25,326.9725425,355.1792423,10,171.396,21,8,4,9,12,30,9,53,14,31,10,1,3303.237438,1798.243626,3022,inf,inf,inf,52851799,inf,537.4663125,889.4654596,366,86688.11492,143462.1709,59032.25806,8599461,1387009839,171.396,high,neg
170,170,1631.585507,1696.845797,25,337.7382,351.24708,10,73.914525,10,6,4,5,7,7,1,29,10,10,7,1,1130.008551,1134.475612,766,inf,inf,inf,7797059,nan,949.2850725,989.398444,707.5,153110.4956,159580.3942,114112.9032,6550067,1056462419,73.914525,low,neg
171,171,1622.10844,1649.805159,25,335.776447,341.5096679,10,171.096057,4,10,5,10,19,18,5,38,7,30,11,1,3463.887553,2452.492299,2871,inf,inf,inf,55325212,nan,546.7141247,735.0822631,316,88179.69754,118561.6553,50967.74194,8732118,1408406129,171.096057,high,neg
172,172,1700.551253,1495.291572,24,352.0141093,309.5253554,9.6,18.810711,1,4,7,25,9,0,34,3,2,7,8,1,898.2255125,934.1115103,556,inf,inf,inf,1577284,nan,2167.714123,1744.011978,1776.5,349631.3102,281292.2546,286532.2581,3806506,613952580.6,18.810711,neg,pos
173,173,1685.407699,1520.005249,24,348.8793937,314.6410866,9.6,48.976407,6,5,2,5,2,2,2,6,5,10,9,1,988.4656605,1350.738723,478,inf,inf,inf,4519265,nan,453.0999563,941.7080795,252,73080.63811,151888.3999,40645.16129,2071573,334124677.4,48.976407,neg,neg
174,174,1724.199475,1505.552056,24,356.9092913,311.6492756,9.6,48.976407,2,6,7,0,0,2,0,16,16,17,10,1,1847.761155,1226.069966,1572,inf,inf,inf,8447964,nan,959.2786527,2674.914925,406,154722.3633,431437.8912,65483.87097,4385822,707390645.2,48.976407,low,neg
175,175,1717.347053,1535.138447,24,355.49084,317.7736586,9.6,45.805581,4,8,6,4,5,8,6,6,6,9,19,1,1031.444107,856.5744334,790.5,inf,inf,inf,4410455,nan,2369.58232,3254.322616,1547,382190.6968,524890.7445,249516.129,10132334,1634247419,45.805581,low,pos
176,176,1728.61708,1551.495868,24,357.8237355,321.1596446,9.6,15.554187,2,3,2,0,0,1,1,4,5,6,3,1,1078.282369,1044.877549,748,inf,inf,inf,1565666,nan,1086.852617,1212.812364,826,175298.8092,195614.8975,133225.8065,1578110,254533871,15.554187,neg,neg
177,177,1694.402907,1570.20574,24,350.7414018,325.0325881,9.6,114.963867,8,6,4,9,7,21,0,25,14,20,9,1,3708.343832,2583.939651,2967,inf,inf,inf,39797946,nan,509.0213381,730.5039314,368,82100.21582,117823.2147,59354.83871,5462817,881099516.1,114.963867,high,neg
178,178,1674.536194,1609.292141,25,346.6289922,333.1234731,10,82.869966,5,3,6,5,6,3,2,22,3,14,2,1,2035.762668,1595.905026,1538.5,inf,inf,inf,15748660,nan,324.9282575,554.570974,215,52407.78347,89446.9313,34677.41935,2513645,405426612.9,82.869966,low,neg
179,179,1677.953885,1640.41314,25,347.3364542,339.5655199,10,67.829967,4,5,2,11,4,3,4,13,1,9,3,1,1491.475679,1275.082852,1084.5,inf,inf,inf,9444024,nan,303.800537,324.0163006,216,49000.08661,52260.69364,34838.70968,1923665,310268548.4,67.829967,low,neg
180,180,1698.434884,1682.369767,25,351.5760209,348.2505419,10,202.67577,13,9,3,13,7,29,3,43,27,45,2,1,5132.302061,2821.778566,4868,inf,inf,inf,97103155,inf,510.1566068,564.0866904,379,82283.32367,90981.72425,61129.03226,9652163,1556800484,202.67577,high,neg
181,181,1645.612481,1743.059515,25,340.6417835,360.8133195,10,222.472008,15,1,6,2,12,8,8,19,9,24,5,1,3412.53881,2326.835735,2935,inf,inf,inf,70871606,nan,343.9315293,347.6182371,243,55472.8273,56067.4576,39193.54839,7142770,1152059677,222.472008,high,neg
182,182,1691.348139,1762.966387,25,350.1090648,364.934042,10,35.693217,6,4,2,4,11,3,0,6,7,3,3,1,554.1161465,804.8818372,279,inf,inf,inf,1846315,nan,402.0891357,622.5657138,259,64853.0864,100413.8248,41774.19355,1339761,216090483.9,35.693217,neg,neg
183,183,1709.138138,1777.274775,25,353.7915946,367.8958784,10,28.537434,2,2,18,14,4,3,53,3,3,10,4,1,749.890015,664.4863668,519,inf,inf,inf,1997707,nan,7371.277402,3972.872819,7512.5,1188915.71,640785.9386,1211693.548,19637083,3167271452,28.537434,neg,pos
184,184,1697.892694,1799.775114,25,351.4637877,372.5534486,10,37.535724,2,3,0,0,2,4,2,22,1,7,2,1,1652.796804,1072.132735,1453,inf,inf,inf,5791400,nan,1750.460616,1554.468714,1272.5,282332.3575,250720.7604,205241.9355,6133614,989292580.6,37.535724,low,pos
